angle;angle;angle;angle;angle;angle;angle;angle;angle;angle;NULL;speed;speed;speed;speed;speed;speed;speed;speed;speed;speed
0,06;-0,31;-0,33;-0,08;-0,33;0,37;-0,36;-0,21;0,08;-0,17;NULL;-0,95;-1,15;-0,13;1,27;-1,67;0,46;-0,54;-0,72;0,88;-1,82
0,13;0,08;0,38;0,15;0,43;-0,29;0,05;-0,4;0,11;0,41;NULL;1,68;-1,09;0,18;0,0799999;1,64;1,21;1,08;-0,28;-0,75;1,37
0,13;0,2;0,23;-0,18;0,32;0,22;0,27;-0,1;0,21;-0,09;NULL;-0,79;-0,34;-0,56;0,83;1,6;0,57;0,62;-1,62;-1,32;-0,04
0,33;0,28;-0,15;-0,22;-0,19;0,22;-0,24;0,31;-0,15;0,22;NULL;0,43;-1,4;-0,21;0,2;1,21;-1,27;-0,89;-1,43;-0,14;-0,57
-0,32;-0,2;-0,38;0,03;-0,17;0,15;0,25;-0,34;-0,08;0,21;NULL;0,8;0,36;-1,67;-0,36;-0,55;-2;-0,94;-0,54;-1,54;0,38
-0,44;-0,11;-0,38;0,15;0,34;0,04;-0,16;-0,16;-0,3;0,07;NULL;-1,71;-0,34;1,8;-0,5;-1,76;-1,5;0,97;-1,23;-0,14;-0,92
-0,14;0,32;-0,27;0,17;-0,38;0,27;0,39;0,08;0,00999999;-0,29;NULL;0,96;-0,14;0,97;1,81;-1,22;1,6;1;-1,66;1,12;0,79
-0,3;0,39;-0,32;0,1;-0,37;-0,38;-0,33;0,00999999;-0,29;0,3;NULL;-1,03;-0,74;-1,33;0,99;1,12;1,26;1,06;0,51;-1,45;0,43
0,09;-0,44;0,15;0,3;0,21;0,03;-0,23;0,15;0,07;-0,3;NULL;0,19;1,56;1,72;1,72;1,94;0,75;0,0599999;-1,9;0,85;0,54
0,37;-0,11;-0,03;0,02;0,28;-0,13;0,11;-0,09;-0,36;0,24;NULL;-0,04;-0,78;-1,62;1,96;0,04;-1,7;0,84;1,6;-0,26;0,6
-2,38419E-09;0,07;0,38;0,04;0,22;-0,23;-0,09;0,15;-0,18;-0,2;NULL;1,95;-1,98;-1,62;0,21;0,23;-0,74;0,14;1,52;-1,07;-0,52
-0,24;0,19;-0,38;0,19;-0,02;0,13;0,08;-0,4;-0,14;-0,33;NULL;-1,67;-1,79;0,66;0,0599999;0,25;-1,74;-1,18;-0,12;0,74;-1,35
0,38;-0,18;0,1;-0,31;-0,08;0,3;-0,26;0,35;0,12;0,11;NULL;0,9;-0,69;0,29;1,84;-1,22;-0,3;-1,86;0,0799999;-1,39;-1,4
-0,12;0,37;-0,33;-0,19;0,37;0,24;0,13;0,26;0,14;-0,06;NULL;-1,3;-1,86;-1,28;1,3;-0,15;-0,75;-0,26;-1,46;0,97;1,38
0,28;-2,38419E-09;-0,24;0,13;0,00999999;0,12;-0,4;-0,32;0,43;-0,00999999;NULL;-0,21;-1,44;1,14;-0,65;-1,24;-0,12;1,08;-0,16;-0,52;1,86
-0,00999999;-0,27;0,27;-0,04;0,11;0,42;0,42;0,27;-0,04;0,16;NULL;-0,68;-0,63;0,66;0,05;1,31;-1,22;-1,51;-0,67;-0,1;-0,38
-0,29;0,4;0,24;0,07;0,37;0,05;0,32;0,08;0,42;-0,28;NULL;0,55;-1,15;-1;-0,55;0,39;1,17;0,67;1,49;1,99;-1,67
0,08;0,33;0,34;0,06;0,43;0,13;-0,31;-0,18;-0,27;0,09;NULL;-1,97;-0,76;1,54;1,92;1,21;1,29;1,19;1,83;-1,06;0,87
0,28;0,39;0,31;0,08;0,24;-0,22;-0,09;-0,32;0,2;0,33;NULL;-0,88;-0,53;-0,67;-0,39;0,13;0,5;-1,28;1,41;1,98;-1,73
0,21;-0,29;0,34;-0,09;-0,25;-0,41;-0,3;0,13;-0,43;0,06;NULL;1,48;0,92;-0,36;0,42;1,29;0,83;0,0899999;0,69;1,95;-0,11
0,22;0,23;-0,02;-0,1;0,31;-0,12;0,26;-0,14;0,15;-0,3;NULL;1,22;1,69;0,91;0,0699999;-1,4;1,25;0,62;-1,41;-1,79;1,57
-0,27;-0,33;-0,27;-0,16;0,27;0,4;0,36;0,26;-0,18;-0,37;NULL;0,69;0,22;1,43;1,37;0,44;1,61;-1,19;1,64;0,68;1,56
-0,04;0,16;-0,07;-0,14;0,4;-0,33;-0,07;-0,29;-0,42;0,31;NULL;0,93;-1,22;-0,16;-0,5;0,67;1,87;-1,65;-0,26;-0,6;-1,59
0,22;-0,16;-0,3;-0,13;-0,09;-0,32;0,35;-0,2;-0,37;-0,36;NULL;1,61;-0,1;-0,8;0,13;-0,31;1,62;0,89;0,0599999;-1,42;1,01
0,13;0,23;0,33;-0,21;-0,19;0,18;-0,07;-0,42;0,32;0,19;NULL;1,17;0,25;1,71;0,29;0,96;0,99;-1,83;1,38;0,4;1,23
0,33;0,28;-0,36;-0,15;0,17;-0,17;0,37;0,24;0,38;-0,19;NULL;-1,15;-1,09;0,15;-1,71;-1,17;0,00999999;0,28;1,28;-0,2;-0,15
0,26;-0,14;-0,13;0,25;-0,27;-0,39;0,11;0,31;-0,09;-0,27;NULL;-0,86;1,69;0,77;-1,86;1,52;1,01;0,3;1,49;-1,21;-1,64
-0,31;0,27;-0,07;-0,28;-0,24;0,27;0,04;0,21;-0,37;0,25;NULL;1,16;-1,2;0,64;1,52;0,55;-0,36;1,39;-1,66;-0,75;1,47
0,11;-0,03;-0,34;-0,06;-0,37;-0,29;0,11;-0,07;0,42;0,03;NULL;0,41;0,21;1,41;0,98;-0,69;-1,27;-0,6;-1,41;-1,04;1,21
-0,33;0,04;-0,43;-0,02;0,02;0,38;-0,4;-0,17;-0,22;-0,04;NULL;-1,88;-1,71;0,91;0,78;1,36;-0,25;1,62;-0,46;0,81;1,13
0,34;-0,32;-0,07;0,32;0,06;0,12;-0,14;0,41;0,03;0,26;NULL;-1,76;0,29;-1,4;1,71;-1;1,88;0,26;0,99;1,61;-1,16
0,4;0,41;-0,28;0,4;-0,25;0,05;-0,38;-0,18;-0,39;-0,32;NULL;0,14;0,92;-0,84;0,04;0,35;-1,19;-1,43;1,85;1,71;-1,06
0,21;0,15;-0,21;0,09;0,39;-0,05;0,05;0,41;-0,15;0,07;NULL;1,65;0,0699999;-1,75;-0,96;1,81;-0,98;0,16;-2;1,42;-0,93
0,05;0,06;-0,13;-0,44;-0,28;0,26;-0,31;0,36;0,08;0,28;NULL;-0,86;-1,56;1,63;1,55;1,62;0,3;-1,17;1,63;0,02;-1,09
0,09;-0,32;-0,16;0,3;0,38;-0,43;-0,28;0,13;0,23;-0,14;NULL;1,28;-0,85;-0,42;-0,75;-0,15;1,99;-0,81;0,89;-1,11;1,56
0,18;-0,35;-0,16;-0,44;0,18;0,43;-0,08;0,34;-0,29;0,32;NULL;-1,91;1,22;0,85;0,0899999;1,01;-0,44;-1,18;-1,33;-0,89;-1,98
-0,22;-0,15;0,43;-0,35;-0,11;0,33;-0,21;-0,39;-0,44;0,3;NULL;-0,99;-1,2;1,05;-1,12;-0,47;1,65;0,79;0,34;-0,52;1,27
0,16;0,12;-0,1;-0,24;-0,12;-2,38419E-09;-0,34;0,03;0,03;0,43;NULL;-1,43;-0,21;-1,02;0,0599999;1,08;-0,82;-1,83;-0,5;-1,43;1,93
0,28;-0,32;-0,33;-0,00999999;-0,13;-0,22;-0,44;0,18;-0,39;-0,14;NULL;-0,53;-0,03;1,33;1,41;1,52;-0,33;-0,00999999;-0,16;1,05;-0,91
0,36;0,06;-0,3;-0,21;-0,36;-0,07;0,37;0,07;0,37;-0,26;NULL;-0,67;0,43;-0,66;-1,59;0,79;-0,28;1,36;0,59;-1,82;0,05
0,29;-0,24;-0,12;-0,3;0,34;0,4;-0,05;0,08;-0,26;-0,14;NULL;-0,8;1,12;-1,22;-1,49;-1,62;-1,46;0,65;-0,08;-1,73;1,85
0,06;-0,42;-0,16;0,38;-0,18;-0,26;0,12;-0,31;0,34;-0,26;NULL;-1,98;-1,9;1,28;-1,35;-0,25;0,00999999;-0,2;0,74;-0,65;0,36
-0,39;0,27;-0,23;-0,16;0,33;0,07;0,41;-0,06;-0,27;-0,26;NULL;-1,9;-1,5;-1,28;-0,99;0,49;0,78;-0,21;-0,95;-1,98;-1,78
-0,22;0,07;-0,25;-0,19;-0,12;0,13;-0,11;0,26;-0,43;-0,27;NULL;0,67;1,53;0,69;1,32;0,02;1,48;-1,63;-0,95;1,15;0,18
0,21;-0,13;0,04;0,22;0,35;0,39;0,25;0,26;-0,03;-0,06;NULL;-0,81;-1,51;1,53;0,74;0,47;-0,62;1,83;0,69;1,31;-1,68
-0,22;-0,00999999;-0,4;-0,35;-0,4;-0,41;-0,08;0,12;0,08;-0,31;NULL;0,7;-1,91;-0,9;0,6;-1,9;-1,61;0,38;1,92;0,61;-1,86
0,36;-0,17;0,35;-0,34;0,31;-0,38;-0,42;0,29;-0,24;0,37;NULL;-0,74;-1,79;-1,34;-1,31;-1,15;-1,47;0,51;-1,08;-1,71;-1,11
0,18;-0,25;-0,05;-0,12;-0,35;0,35;-0,18;-0,4;0,4;0,04;NULL;-1,72;-0,2;1,09;-1,63;1,26;1,39;0,72;0,0699999;-0,11;-0,0599999
0,13;0,04;-0,00999999;-0,34;0,3;0,09;0,19;0,2;0,06;0,43;NULL;1,88;-1,97;0,82;1,18;1;-0,7;-0,3;-0,3;0,46;0,38
0,19;-0,35;-0,22;-0,23;-0,17;0,02;-0,17;0,00999999;-0,04;0,1;NULL;1,01;-1,58;-0,35;1,04;-1,92;1,62;0,39;0,58;-0,05;1,89
0,18;-0,31;-0,37;-0,33;-0,16;-0,17;-0,38;-0,02;-2,38419E-09;-0,05;NULL;1,36;-1,47;-0,76;1,19;-0,34;-0,75;0,58;-0,28;-1,48;-1,52
-0,15;-0,22;-0,04;-0,00999999;-0,34;0,18;-0,04;-0,02;0,02;0,38;NULL;-1,26;1,42;-1,21;-1,41;0,05;-1,41;0,92;1,96;0,32;-0,12
-0,37;0,42;-0,23;0,14;-0,24;0,36;0,22;-0,12;0,37;-0,16;NULL;-1,69;-0,16;-1,08;1,52;1,25;1,75;1,96;0,55;-0,12;0,12
0,13;-0,03;0,04;0,23;0,23;-0,28;0,21;0,11;0,00999999;0,38;NULL;0,89;0,95;-1,07;-0,74;0,00999999;-0,46;-1,59;-1,59;0,27;-0,43
0,33;-0,1;-0,18;0,07;-0,13;-0,36;-0,24;-0,37;0,41;0,2;NULL;-1,83;0,21;-1,63;1,31;0,53;-1,78;0,47;-1,2;0,78;-0,53
0,03;-0,18;-0,41;0,27;-0,21;0,21;-0,12;0,17;-0,4;0,19;NULL;1,89;0,39;0,03;-0,49;0,0799999;1,49;-2;0,51;0,54;1,56
-0,2;-0,06;-0,07;0,05;0,36;-0,34;0,06;-0,02;0,09;0,41;NULL;0,02;1,61;-1,62;-1,52;1,89;1,23;-0,51;-1,79;1,34;0,66
0,05;0,35;0,25;0,19;-0,1;-0,16;-0,16;0,42;-0,1;0,1;NULL;-0,29;-0,00999999;-0,15;-0,33;-0,74;-0,08;-0,28;-0,66;-1,94;-1,54
0,21;0,03;-0,16;-0,14;0,03;0,29;0,23;-0,15;-0,4;-0,34;NULL;1,06;-1,47;1,2;1,86;-1,1;-0,94;-1,24;-0,69;0,61;0,99
-0,34;-0,34;-0,39;0,36;-0,4;0,18;-0,2;0,3;-2,38419E-09;-0,19;NULL;0,22;-1,43;-0,61;1,07;-0,4;1,38;1,9;1,71;1,35;0,0799999
0,2;-0,08;-0,21;-0,34;0,09;0,18;0,41;-0,02;-0,03;-0,15;NULL;-0,34;-0,09;-0,95;0,81;-0,13;-1,55;-1,62;0,77;1,18;0,18
-0,17;0,21;-0,24;0,04;0,4;-0,04;0,13;0,08;-0,33;-0,14;NULL;1,96;-1,96;-0,95;1,72;0,49;1,74;0,98;1,37;0,69;1,05
-0,37;0,37;0,23;-0,16;-0,02;0,4;0,19;-0,36;-0,29;-0,41;NULL;-1;-0,97;-0,43;1,98;1,02;-1,03;-1,03;-0,28;1,54;1,53
0,22;-0,39;-0,17;-0,25;-0,36;0,05;0,4;-0,31;-0,25;0,02;NULL;1,43;0,2;1,67;1,28;1,98;1,71;-1,92;-1,69;-0,45;0,83
-0,06;0,25;-0,28;0,3;0,27;0,14;-0,13;-0,05;-0,32;-0,35;NULL;1,55;-0,86;1,76;1,86;0,18;0,0799999;0,88;0,97;-0,43;-1,88
0,1;0,24;-0,26;-0,42;0,35;0,3;0,09;-0,43;-0,15;-0,28;NULL;-0,2;-0,00999999;-1,06;-1,05;0,98;1,4;-0,52;-0,36;-0,32;0,38
0,17;0,09;0,07;0,19;0,24;-0,23;0,25;-0,38;0,14;-0,38;NULL;0,49;1,3;-1,55;1,75;-1,41;-1,95;0,97;1,89;-1,21;0,86
0,33;-0,37;-0,43;-0,3;-0,37;0,2;0,05;-0,31;-0,23;-0,4;NULL;-0,25;-0,71;1,61;-1,22;1,62;-0,96;1,73;0,47;-0,34;0,69
-0,07;0,35;0,17;0,04;0,08;0,23;-0,14;0,26;-0,19;0,43;NULL;0,74;0,52;-1,5;1,57;-0,38;-0,05;-1,31;-1,1;1,15;-0,78
-0,38;-0,23;-0,41;-0,43;0,03;0,18;-0,39;0,43;0,25;-0,28;NULL;1,1;1,77;1,61;1,84;0,26;-0,21;-1,58;-0,00999999;-0,3;1,36
0,35;-0,28;-0,34;0,42;-2,38419E-09;-0,03;0,38;0,24;0,3;0,06;NULL;-1,52;0,16;-0,86;0,79;-1,98;0,87;-1,17;1,59;0,51;1,63
0,35;-0,39;0,33;-0,14;-0,22;-0,44;0,09;-0,14;-0,12;0,19;NULL;-1,43;1,85;-1,91;-0,41;-1,94;-0,28;-1,52;-1,96;-0,26;1,04
0,07;-0,22;0,07;0,11;-0,2;0,26;-0,22;0,38;-0,23;0,15;NULL;1,25;-1,63;1,45;-1,25;0,6;0,41;-1,47;1,2;0,66;-0,27
-0,28;-0,04;0,32;-2,38419E-09;0,14;0,29;-0,14;0,00999999;0,2;-0,07;NULL;-1,99;-0,38;0,83;-1,85;-1,98;1,17;-0,75;-0,04;-1,5;-1,7
-0,33;0,35;-0,4;-0,24;0,17;0,42;0,23;0,18;-0,07;0,3;NULL;-1,89;-1,57;-1,08;1,58;1,07;-0,81;0,89;-0,13;1,76;1,37
0,26;0,41;-0,39;-0,37;0,14;-0,22;0,16;-0,07;0,05;-0,24;NULL;-1,94;1,91;-1,83;1,24;0,43;1,74;0,32;1,2;0,14;1,64
0,09;-0,28;-0,05;-0,08;0,28;0,28;-0,15;0,3;-0,29;-0,18;NULL;1,01;-1,29;-0,1;0,05;-1,36;0,58;1,21;0,44;-1,42;-1,55
-0,11;0,15;-0,1;0,18;0,4;-0,44;0,32;0,28;0,23;0,14;NULL;1,27;-1,87;-0,35;1,91;1,8;0,83;-0,09;-1,64;0,89;-0,38
-0,08;0,27;-0,29;-0,28;-0,39;0,29;-0,23;0,39;-0,21;0,24;NULL;-0,13;1,31;0,36;-0,91;-1,2;0,16;0,27;1,3;-0,16;1,78
-0,05;-0,34;0,32;0,42;0,37;-0,22;-0,00999999;0,26;-0,24;0,36;NULL;1,09;-0,63;-0,7;-1,14;1,22;-1,51;-0,08;1,06;1,02;-0,93
0,28;-0,19;0,1;-0,38;-0,35;-0,22;0,12;-0,02;0,31;-0,09;NULL;0,18;-1,09;0,26;1,24;-1,91;-1,36;1,46;1,03;-0,27;0,6
-0,05;0,22;0,23;0,42;0,16;-0,43;0,26;-0,32;0,32;0,32;NULL;0,16;0,41;-0,96;-2;0,88;-1,32;1,52;-0,41;0,66;0,13
0,37;-0,15;-0,36;-0,38;0,37;-0,15;-0,3;0,33;0,00999999;0,00999999;NULL;-1,35;-1,67;0,59;-1,94;-0,79;0,96;-1,72;-1,72;0,5;1,98
-0,3;0,07;0,03;-0,03;-0,14;0,34;-0,21;-0,36;0,19;-0,36;NULL;1,93;0,74;0,99;-0,59;0,11;0,28;-1,12;-0,68;-1,29;-1,15
-0,12;0,19;0,41;-0,12;0,29;0,00999999;0,07;-0,37;0,17;-0,44;NULL;-1,23;0,97;-0,03;0,17;1,67;-0,86;-1,98;-0,77;1,55;-0,45
0,25;-0,33;-0,33;0,11;-0,32;0,2;-0,21;0,18;0,26;-0,34;NULL;-0,18;0,49;-0,19;0,11;1,99;0,59;0,58;-1,69;-1,08;-1,04
0,43;0,42;-0,25;-0,32;0,26;-0,42;0,37;0,16;0,17;0,06;NULL;1,34;0,3;0,27;1,61;1,51;-1,82;-1,41;-0,28;-0,72;-0,83
-0,19;0,08;-0,23;0,16;0,27;-0,09;0,26;-0,3;0,42;0,22;NULL;-0,86;-0,3;-1,84;-1,02;-0,96;0,00999999;1,36;0,56;-1,33;-1,17
-0,24;0,18;0,3;-0,44;0,16;-0,02;-0,08;0,26;0,23;-0,12;NULL;1,28;0,83;1,45;1,41;-1,49;-0,37;1,13;-1,99;-1,22;0,66
-0,43;0,07;0,04;0,11;-0,24;-0,1;-0,23;-0,24;-0,21;0,19;NULL;-1,17;0,52;1,97;-1,58;0,82;-1,99;-1,3;1,65;-0,31;0,52
-0,43;-0,3;0,02;-0,31;-0,03;0,14;0,08;-0,00999999;-0,41;0,29;NULL;0,11;0,59;0,51;0,56;0,13;1,67;-1,02;1,85;0,84;1,94
0,32;0,07;0,29;-0,15;-0,18;-0,27;-0,08;-0,05;-0,21;0,06;NULL;0,9;-1,25;-0,72;-0,89;-0,22;1,13;-1,89;1,82;1,05;1,51
0,03;0,23;-0,28;-0,1;-0,2;-0,02;0,03;0,41;-0,18;0,11;NULL;1,96;0,98;-1,85;1,84;-1,31;-1,74;-0,4;1,44;1,34;0,03
0,21;0,35;-0,07;0,08;0,34;0,24;-0,24;-0,02;-0,39;0,05;NULL;1,17;-1,16;-1,03;-1,24;-0,21;-1,47;-1,88;0,89;1,86;-0,86
0,18;0,32;0,41;0,12;0,19;-0,39;-0,15;-0,44;-0,32;0,09;NULL;-1,98;-0,55;-0,73;-1,97;-1,75;-0,48;-1,82;-1,62;1,49;-0,5
0,25;-0,00999999;-0,34;-0,28;-0,02;0,26;-0,37;0,1;-0,38;-0,39;NULL;1,28;1,81;1,16;0,69;0,9;-0,75;0;1,27;1,09;0,57
0,11;-2,38419E-09;-0,22;0,00999999;-0,28;0,14;-0,18;0,11;0,03;0,31;NULL;1,77;0,0599999;-0,64;-0,35;0,96;0,0999999;-0,95;-1,72;-1,95;-0,33
-0,36;-0,16;0,05;0,29;0,38;-0,33;-0,25;0,18;-0,25;-0,32;NULL;1,28;1,46;-0,7;0,76;0,18;-1,73;1,41;1,73;-0,49;-0,3
-0,17;0,08;0,18;0,29;-0,16;-0,39;0,35;-0,44;-0,3;0,16;NULL;0,34;1,61;1,49;-1,25;0,86;1,09;-1,09;-0,0599999;1,58;1,68
-0,28;0,07;-0,41;-0,42;-0,3;0,19;-0,00999999;0,22;-0,35;-0,04;NULL;-1,77;-0,79;0,78;-0,35;-0,31;-0,9;-0,62;0,12;-1,07;1,54
-0,27;0,42;0,03;0,4;-0,08;-0,05;-0,26;-0,00999999;0,35;-0,35;NULL;1,04;1,21;-0,04;-1,73;-1,08;1,39;-1,8;1,23;-1,17;-1,78
-0,31;0,02;0,29;0,24;0,31;-0,15;0,17;-0,16;-0,44;-0,21;NULL;-1,17;-0,49;1,21;0,98;0,88;-1,59;0,11;-0,0700001;0,19;-0,41
-0,41;-0,02;0,18;-0,39;-0,06;0,3;-0,11;0,03;0,41;-0,17;NULL;0,53;0,93;-1,12;1,69;-0,67;1,2;-1,52;-1,85;-0,98;0,9
0,39;0,18;-0,26;-0,27;-0,19;0,29;0,09;0,1;-0,07;0,37;NULL;1,51;0,97;1,66;1,19;-1,13;-0,52;-1,35;1,66;-0,29;1,8
-0,03;0,17;-0,42;-0,24;0,18;0,25;0,31;0,41;-0,14;-0,31;NULL;1,4;1,31;-1,31;0,69;0,0999999;-1,78;-1,18;0,96;-0,94;1,86
-0,08;0,14;-0,27;-0,18;0,18;0,25;-0,43;0,22;-0,2;0,24;NULL;0,89;1,72;0,23;1,26;-0,33;-0,14;1,91;-0,72;1,49;0,96
-0,07;-0,39;0,05;-0,02;-0,34;0,18;-0,37;0,31;0,18;0,42;NULL;1,48;1,97;0,0799999;-2;1,02;-1,5;0,72;-1,78;1,35;1,1
0,15;-0,33;-2,38419E-09;-0,42;-0,42;-0,28;0,07;0,2;0,02;-0,33;NULL;-0,7;1,41;0,14;-0,19;-1,22;1,62;-0,43;-1,85;-0,87;0,47
-0,3;-0,38;0,15;-0,24;-0,23;-0,17;-0,1;0,07;0,14;0,24;NULL;1,39;0,3;0,36;1,7;1,15;0,12;1,4;1,71;1,46;-0,05
-0,34;0,27;0,02;0,28;-0,02;-0,26;0,06;0,08;0,04;-0,41;NULL;1,04;0,5;-0,11;1,39;0,0599999;1,27;0,73;0,8;-0,89;0,4
0,18;-0,28;0,4;-0,09;0,17;0,04;-0,06;-0,03;-0,06;-2,38419E-09;NULL;0,49;-0,3;-0,66;-1,38;1,31;1,39;1,33;0,88;-1,01;-1,97
0,32;0,27;0,09;0,37;0,25;0,14;0,36;0,25;-0,35;-0,39;NULL;1,19;0,78;-1,69;1,19;-0,89;-0,32;-0,71;-0,58;0,39;-0,59
0,07;-0,37;-0,21;-0,05;-0,39;0,09;-0,3;-0,44;-0,12;-0,17;NULL;-1,84;1,79;-1,42;1,24;-0,8;-1,29;-0,92;-0,1;-0,83;-0,69
0,23;0,36;-0,31;-0,25;0,13;0,21;-0,22;-0,36;-0,08;-0,13;NULL;0,12;-0,23;-1,08;1,3;-1,91;-1,12;-0,0599999;-1,15;1,69;1,18
0,05;-0,26;-0,38;0,19;-0,24;0,41;0,39;-0,14;0,31;-0,27;NULL;1,55;-1,63;0,51;0,3;-1,88;1,33;0,79;-1,62;-0,55;0,92
-0,08;-0,39;-0,4;0,39;0,35;-0,16;-0,4;0,39;0,25;0,39;NULL;0,81;0,94;1,29;-1,45;-1,58;-0,18;1,17;0,3;-1,77;-0,82
-0,21;0,08;-0,41;-0,26;-0,41;0,43;-0,35;-0,09;0,33;-0,03;NULL;1,32;1,39;1,68;1,32;-1,27;1,58;-1,75;0,73;-1,4;0,19
0,1;-0,25;-0,4;-0,36;0,23;-0,31;-0,03;-0,18;-0,33;0,43;NULL;-1,23;1,08;-1,07;0,0999999;0,14;-1,46;0,04;-1,7;1,9;-1,72
-0,31;0,02;-0,18;0,06;-0,00999999;0,05;-0,00999999;0,42;-0,18;-0,02;NULL;1;-1,13;-1,03;-1,52;-0,69;1,44;-2;0,72;-1,56;1,37
-0,29;-0,32;0,16;0,42;-0,39;-0,02;0,05;-0,23;-0,07;0,23;NULL;-0,56;0,54;1,25;-1,78;1,86;-0,9;1,53;0,39;-1,92;-1,73
0,25;-0,25;-0,32;-0,16;-0,39;0,36;-0,33;0,04;-0,22;0,04;NULL;-0,00999999;1,58;-0,74;-1,02;1,69;-0,28;-0,1;-1,14;0,38;0,92
0,35;0,09;-0,05;0,32;0,15;0,16;-0,26;0,03;-0,27;0,17;NULL;1,47;-1,58;1,05;-1,31;-0,00999999;0,34;0,88;0,21;-1,71;0,27
-0,37;0,22;0,00999999;0,21;-0,44;-0,03;-0,00999999;0,19;0,26;0,24;NULL;0,45;0,00999999;-0,48;0,3;0,24;1,5;-1,42;-1,27;-1,65;1,71
0,31;-0,36;-0,41;-0,38;0,4;-0,1;-0,14;-0,19;0,26;-0,28;NULL;0,3;1,41;-0,99;-0,03;-1,62;1,45;1,2;-1,51;-1,15;-0,5
-0,18;-0,28;-0,21;-0,2;0,27;-0,25;0,03;0,24;-0,12;0,19;NULL;-1,97;-0,58;0,3;-1,35;-1,04;-1,68;-0,12;-1,63;-1,53;1,1
0,23;-0,42;0,39;-0,08;0,34;-0,08;-0,4;0,41;-0,09;0,29;NULL;0,0799999;-0,42;0,17;0,05;0,38;-0,1;0,7;-1,9;1,28;1,32
-0,26;-0,4;0,33;-0,1;0,29;0,39;0,36;-0,39;-0,3;0,39;NULL;-1,2;1,08;-0,87;0,24;-1,95;-0,8;-0,85;-0,8;0,65;1,24
0,41;0,26;-0,22;-0,35;-0,11;-0,43;-0,29;-0,4;0,26;-0,19;NULL;0,83;0,14;1,62;-1,72;-1,93;-1,68;-0,46;-0,48;-0,89;0,55
0,33;-0,35;0,21;0,4;-0,29;0,43;0,06;-0,4;0,27;-0,33;NULL;1,36;-1,17;0,65;-1,35;-0,65;-0,43;-0,53;0,31;-0,1;-0,3
0,2;-0,28;-0,3;0,09;-0,34;0,37;0,33;0,05;0,11;-0,14;NULL;0,52;0,79;1,58;-1,5;0,99;0,99;-0,32;-0,09;0,16;-0,89
-0,23;-0,29;-0,21;-0,12;0,29;-0,33;-0,21;0,35;0,18;0,42;NULL;-0,6;0,58;1,5;-0,00999999;-1,97;-0,9;-1,69;0,96;-1,23;0,19
-0,03;0,31;0,38;0,31;-0,27;0,39;0,06;-0,33;0,38;0,14;NULL;-1,68;-0,62;-1,96;-0,68;0,16;-1,4;-1,36;1,78;-1,95;-1,04
0,3;-0,02;0,35;-0,15;0,05;-0,05;-0,42;-0,38;-0,1;-0,28;NULL;-0,4;1,51;-1,61;-1,1;0,31;-1,89;0,43;1,42;-0,76;-1,73
0,05;-0,24;-0,32;-0,4;-2,38419E-09;-0,2;0,39;-0,29;-0,04;-0,26;NULL;0,74;-0,73;0,65;1,01;-0,24;1,76;-0,74;-0,35;1,65;-1,45
0,41;-0,03;-0,37;-0,18;-0,07;-0,21;0,17;0,2;-0,32;-0,44;NULL;0,83;-1,89;1,99;-1,79;0,81;1,3;0,54;-0,56;-0,54;1,07
-0,24;-0,4;-0,09;0,22;-0,02;0,1;-0,41;-0,00999999;0,02;0,2;NULL;1,9;0,49;1,4;-1,44;0,16;0,94;1,7;-1,03;-0,14;0,0899999
-0,07;-0,28;-0,14;-0,37;0,38;-0,02;-0,4;0,02;0,16;-0,41;NULL;-1,01;-1,41;-0,21;-1,77;-0,55;0,12;-0,72;0,34;1,15;0,56
0,08;0,22;-0,1;0,00999999;-0,44;-0,21;0,04;-2,38419E-09;0,08;-0,11;NULL;-0,39;-1,69;-1,96;-0,49;-1,88;1,84;-0,87;-1;1,93;-1,72
0,17;-0,13;0,06;0,4;-0,4;0,23;0,12;-0,23;-0,32;-0,04;NULL;-0,89;0,96;-0,03;-1,66;-0,61;-1,31;0,24;0,34;-0,32;1,87
-0,07;0,11;-0,28;-0,02;0,27;0,27;0,27;0,05;0,2;0,28;NULL;1,82;-1,24;1,64;1,03;0,02;-0,97;-0,69;-1,93;-0,74;-0,61
-0,16;0,13;0,32;-0,28;-0,21;-0,25;0,24;0,05;-0,25;0,06;NULL;-0,61;-0,41;0,2;-0,09;-1,78;1,51;-0,48;1,96;1;-1,5
-0,05;0,12;0,02;-0,21;-0,32;0,05;0,24;-0,22;0,05;-0,18;NULL;1,63;-0,24;-1,3;-0,47;-1,66;1,16;-1,16;0,94;0,53;-0,98
-0,24;0,34;-0,13;-0,17;-0,11;-0,31;0,07;0,33;-0,25;0,05;NULL;0,31;1,86;1,05;-0,64;1,76;-1,77;0,63;-0,09;-1,05;0,14
-0,3;-0,04;0,08;-0,04;0,42;-0,25;-0,41;-0,26;0,24;-0,28;NULL;-0,3;1,49;1,49;-1,98;-0,44;-1,13;-1,65;-1,65;-1,5;-1,28
-0,24;0,06;-0,16;0,41;-0,3;0,28;0,2;0,32;0,23;0,21;NULL;-0,8;-1,63;0,76;-0,28;-0,49;-0,02;1,66;-1,62;1,51;0,84
-0,07;0,39;-2,38419E-09;-0,3;-0,4;0,33;-0,25;-0,35;-0,02;0,28;NULL;-1,19;-1,89;-1,83;-0,92;-0,86;0,28;-1,31;-1,64;0,34;-0,41
